State,Starting Colonies,Maximum Colonies,Lost Colonies,Percent Loss,Added Colonies,Renovated Colonies,Percent Renovated,Year,loss_rate,quarter_label,Season,Region,year_extract_colony,Varroa Mites (Percent),Other pests and parasites (Percent),Diseases (percent),Pesticides (percent),Other (percent),Unknown (percent),year_extract_stressor
Indiana,11500.0,11500.0,1100.0,10.0,140.0,0.0,0.0,2015-Q4,9.565217391304348,Q4,Fall,Midwest,2015,15.1,0.5,6.3,0.1,0.6,3.7,2015
Iowa,35000.0,35000.0,4300.0,12.0,40.0,30.0,,2015-Q4,12.285714285714286,Q4,Fall,Midwest,2015,53.4,0.9,0.6,6.4,24.8,1.4,2015
Kansas,8500.0,8500.0,3400.0,40.0,50.0,20.0,,2015-Q4,40.0,Q4,Fall,Midwest,2015,44.5,24.8,0.2,25.1,33.9,19.0,2015
Kentucky,8500.0,8500.0,1100.0,13.0,20.0,10.0,,2015-Q4,12.941176470588237,Q4,Fall,South,2015,22.2,14.8,0.4,9.8,7.2,1.7,2015
Louisiana,55000.0,71000.0,4900.0,7.0,1100.0,2400.0,3.0,2015-Q4,6.901408450704226,Q4,Fall,South,2015,10.9,1.0,,0.6,2.4,0.2,2015
Maine,4700.0,4700.0,60.0,1.0,530.0,20.0,,2015-Q4,1.276595744680851,Q4,Fall,Northeast,2015,18.0,0.2,,,0.1,0.4,2015
Maryland,7500.0,9500.0,730.0,8.0,0.0,0.0,0.0,2015-Q4,7.684210526315789,Q4,Fall,South,2015,5.6,2.0,0.1,,0.2,4.3,2015
Massachusetts,4500.0,4500.0,260.0,6.0,30.0,30.0,1.0,2015-Q4,5.777777777777778,Q4,Fall,Northeast,2015,31.4,1.6,6.2,1.9,2.6,1.1,2015
Michigan,67000.0,73000.0,9000.0,12.0,210.0,1600.0,2.0,2015-Q4,12.32876712328767,Q4,Fall,Midwest,2015,30.2,4.1,,4.1,3.2,3.7,2015
Minnesota,104000.0,105000.0,10000.0,10.0,600.0,40.0,,2015-Q4,9.523809523809524,Q4,Fall,Midwest,2015,43.6,8.7,8.4,25.0,3.8,8.9,2015
Mississippi,31000.0,34000.0,1500.0,4.0,500.0,230.0,1.0,2015-Q4,4.411764705882353,Q4,Fall,South,2015,10.6,2.5,0.3,,0.7,1.3,2015
Missouri,13500.0,13500.0,690.0,5.0,30.0,40.0,,2015-Q4,5.111111111111112,Q4,Fall,Midwest,2015,2.8,6.0,3.3,0.1,0.8,1.5,2015
Montana,116000.0,123000.0,10000.0,8.0,1000.0,80.0,,2015-Q4,8.130081300813007,Q4,Fall,West,2015,35.5,19.8,14.4,11.4,3.2,13.9,2015
Nebraska,72000.0,73000.0,7000.0,10.0,10.0,5500.0,8.0,2015-Q4,9.58904109589041,Q4,Fall,Midwest,2015,15.5,,0.2,0.3,0.4,1.7,2015
New Jersey,8000.0,8500.0,270.0,3.0,20.0,10.0,,2015-Q4,3.176470588235294,Q4,Fall,Northeast,2015,7.7,2.2,,0.4,0.4,1.2,2015
New Mexico,6000.0,6000.0,290.0,5.0,290.0,30.0,1.0,2015-Q4,4.833333333333333,Q4,Fall,West,2015,30.9,0.3,0.2,8.4,0.6,1.7,2015
New York,45000.0,45000.0,4000.0,9.0,260.0,10.0,,2015-Q4,8.88888888888889,Q4,Fall,Northeast,2015,24.5,2.2,0.8,0.9,0.4,6.2,2015
North Carolina,22000.0,22000.0,2200.0,10.0,510.0,70.0,,2015-Q4,10.0,Q4,Fall,South,2015,9.6,3.4,0.5,0.4,5.4,3.4,2015
North Dakota,230000.0,275000.0,35000.0,13.0,2700.0,9000.0,3.0,2015-Q4,12.727272727272727,Q4,Fall,Midwest,2015,10.8,2.3,1.8,1.5,3.7,2.1,2015
Ohio,19000.0,19000.0,2400.0,13.0,200.0,140.0,1.0,2015-Q4,12.631578947368421,Q4,Fall,Midwest,2015,36.3,8.8,2.0,7.3,14.5,2.1,2015
Oklahoma,5000.0,10000.0,650.0,7.0,290.0,60.0,1.0,2015-Q4,6.5,Q4,Fall,South,2015,2.8,4.5,0.1,0.1,1.3,2.5,2015
Oregon,100000.0,114000.0,8500.0,8.0,200.0,1400.0,1.0,2015-Q4,7.456140350877193,Q4,Fall,West,2015,16.4,1.3,1.5,1.5,1.7,1.5,2015
Pennsylvania,22000.0,23000.0,2500.0,11.0,1300.0,6500.0,28.0,2015-Q4,10.869565217391305,Q4,Fall,Northeast,2015,32.2,4.3,1.0,0.3,0.8,1.0,2015
South Carolina,10000.0,17500.0,2200.0,13.0,640.0,1000.0,6.0,2015-Q4,12.571428571428573,Q4,Fall,South,2015,14.2,2.9,0.4,1.7,5.8,,2015
South Dakota,194000.0,205000.0,9000.0,4.0,2400.0,0.0,0.0,2015-Q4,4.390243902439024,Q4,Fall,Midwest,2015,16.8,3.0,1.9,7.1,2.4,4.1,2015
Tennessee,8500.0,10000.0,1100.0,11.0,70.0,420.0,4.0,2015-Q4,11.0,Q4,Fall,South,2015,43.6,28.3,,4.6,7.1,3.6,2015
Texas,125000.0,250000.0,25000.0,10.0,13000.0,2000.0,1.0,2015-Q4,10.0,Q4,Fall,South,2015,20.9,8.7,2.7,5.4,2.2,8.0,2015
Utah,28000.0,28000.0,1900.0,7.0,120.0,100.0,,2015-Q4,6.785714285714286,Q4,Fall,West,2015,75.8,9.1,6.4,0.2,4.4,0.4,2015
Vermont,6500.0,6500.0,940.0,15.0,10.0,10.0,,2015-Q4,14.461538461538462,Q4,Fall,Northeast,2015,57.1,16.8,0.9,0.6,0.4,15.6,2015
Virginia,7500.0,7500.0,750.0,10.0,0.0,350.0,5.0,2015-Q4,10.0,Q4,Fall,South,2015,26.3,17.2,0.4,,5.8,10.4,2015
Washington,87000.0,89000.0,6500.0,7.0,330.0,170.0,,2015-Q4,7.303370786516854,Q4,Fall,West,2015,6.9,0.1,0.1,0.3,3.0,1.5,2015
West Virginia,7000.0,7000.0,610.0,9.0,190.0,140.0,2.0,2015-Q4,8.714285714285715,Q4,Fall,South,2015,18.8,4.5,1.3,3.0,8.2,0.6,2015
Wisconsin,48000.0,48000.0,6500.0,14.0,210.0,10.0,,2015-Q4,13.541666666666666,Q4,Fall,Midwest,2015,49.4,15.6,2.5,21.9,6.6,21.4,2015
Wyoming,24000.0,25000.0,1300.0,5.0,30.0,0.0,0.0,2015-Q4,5.2,Q4,Fall,West,2015,45.0,3.3,6.6,10.5,11.3,3.9,2015
Other,11360.0,12560.0,1630.0,13.0,100.0,50.0,,2015-Q4,12.977707006369426,Q4,Fall,Other,2015,8.2,,,,,8.0,2015
Alabama,7500.0,7500.0,1700.0,23.0,2100.0,90.0,1.0,2016-Q1,22.666666666666664,Q1,Winter,South,2016,24.2,22.0,4.3,8.1,2.4,11.3,2016
Arizona,30000.0,30000.0,4700.0,16.0,3500.0,150.0,1.0,2016-Q1,15.666666666666668,Q1,Winter,West,2016,33.8,2.8,0.0,7.7,6.5,7.2,2016
Arkansas,27000.0,27000.0,5000.0,19.0,5000.0,1100.0,4.0,2016-Q1,18.51851851851852,Q1,Winter,South,2016,57.4,6.9,,0.5,1.9,8.1,2016
California,1130000.0,1410000.0,200000.0,14.0,210000.0,139000.0,10.0,2016-Q1,14.184397163120568,Q1,Winter,West,2016,38.1,15.2,9.0,13.5,8.4,4.4,2016
Colorado,5000.0,8500.0,750.0,9.0,1700.0,10.0,,2016-Q1,8.823529411764707,Q1,Winter,West,2016,2.9,4.1,0.5,0.2,2.7,0.2,2016
Connecticut,2700.0,2700.0,270.0,10.0,70.0,10.0,,2016-Q1,10.0,Q1,Winter,Northeast,2016,12.3,0.8,0.2,0.0,7.7,1.7,2016
Florida,275000.0,295000.0,40000.0,14.0,49000.0,15500.0,5.0,2016-Q1,13.559322033898304,Q1,Winter,South,2016,23.6,5.8,0.4,4.9,1.8,1.4,2016
Georgia,100000.0,100000.0,15500.0,16.0,36000.0,3200.0,3.0,2016-Q1,15.5,Q1,Winter,South,2016,32.3,7.8,2.1,21.4,3.2,3.9,2016
Hawaii,15000.0,15000.0,280.0,2.0,570.0,530.0,4.0,2016-Q1,1.866666666666667,Q1,Winter,West,2016,0.3,1.5,0.0,0.1,0.8,,2016
Idaho,91000.0,98000.0,8500.0,9.0,5500.0,3300.0,3.0,2016-Q1,8.673469387755102,Q1,Winter,West,2016,31.5,2.3,2.1,5.9,5.4,1.4,2016
Illinois,8500.0,9500.0,1400.0,15.0,860.0,40.0,,2016-Q1,14.736842105263156,Q1,Winter,Midwest,2016,12.4,6.4,0.3,2.6,4.6,8.6,2016
Indiana,6500.0,6500.0,770.0,12.0,30.0,0.0,0.0,2016-Q1,11.846153846153847,Q1,Winter,Midwest,2016,17.4,3.7,0.9,0.3,7.2,5.5,2016
Iowa,13000.0,13000.0,2900.0,22.0,90.0,0.0,0.0,2016-Q1,22.30769230769231,Q1,Winter,Midwest,2016,52.8,14.4,13.8,2.7,24.0,4.8,2016
Kansas,5000.0,5000.0,1100.0,22.0,1400.0,100.0,2.0,2016-Q1,22.0,Q1,Winter,Midwest,2016,30.3,10.0,0.1,1.1,2.4,5.4,2016
Kentucky,6500.0,6500.0,1300.0,20.0,390.0,40.0,1.0,2016-Q1,20.0,Q1,Winter,South,2016,23.6,9.0,0.7,6.3,12.5,8.4,2016
Louisiana,54000.0,55000.0,11000.0,20.0,9500.0,2600.0,5.0,2016-Q1,20.0,Q1,Winter,South,2016,22.8,14.2,18.6,0.4,12.4,1.9,2016
Maine,2200.0,3700.0,170.0,5.0,0.0,0.0,0.0,2016-Q1,4.594594594594595,Q1,Winter,Northeast,2016,3.3,0.4,0.3,0.0,0.8,1.4,2016
Maryland,7500.0,7500.0,820.0,11.0,1200.0,10.0,,2016-Q1,10.933333333333334,Q1,Winter,South,2016,26.2,0.1,0.0,9.5,6.7,0.7,2016
Massachusetts,3000.0,3000.0,370.0,12.0,1200.0,140.0,5.0,2016-Q1,12.333333333333334,Q1,Winter,Northeast,2016,10.1,5.2,0.7,0.0,3.1,1.1,2016
Michigan,25000.0,42000.0,5000.0,12.0,2300.0,80.0,,2016-Q1,11.904761904761903,Q1,Winter,Midwest,2016,5.9,0.2,,0.5,1.3,11.3,2016
Minnesota,36000.0,38000.0,5500.0,14.0,6000.0,0.0,0.0,2016-Q1,14.473684210526317,Q1,Winter,Midwest,2016,12.1,7.0,0.2,11.6,8.0,14.5,2016
Mississippi,21000.0,50000.0,7500.0,15.0,48000.0,25000.0,50.0,2016-Q1,15.0,Q1,Winter,South,2016,13.8,1.6,,3.2,0.3,14.5,2016
Missouri,10000.0,10000.0,1300.0,13.0,5500.0,420.0,4.0,2016-Q1,13.0,Q1,Winter,Midwest,2016,20.2,7.0,0.4,6.2,4.5,7.3,2016
Montana,16500.0,65000.0,900.0,1.0,24000.0,0.0,0.0,2016-Q1,1.3846153846153846,Q1,Winter,West,2016,0.6,,0.0,0.5,0.1,0.0,2016
Nebraska,11000.0,20000.0,720.0,4.0,510.0,0.0,0.0,2016-Q1,3.5999999999999996,Q1,Winter,Midwest,2016,1.8,0.4,0.1,0.2,0.8,0.6,2016
New Jersey,6000.0,6000.0,1000.0,17.0,80.0,20.0,0.0,2016-Q1,16.666666666666664,Q1,Winter,Northeast,2016,8.0,1.1,0.2,0.6,1.7,12.0,2016
New Mexico,6000.0,6500.0,1700.0,26.0,1400.0,30.0,1.0,2016-Q1,26.153846153846157,Q1,Winter,West,2016,69.0,0.4,31.5,0.0,1.5,0.3,2016
New York,31000.0,33000.0,4200.0,13.0,970.0,600.0,2.0,2016-Q1,12.727272727272727,Q1,Winter,Northeast,2016,27.5,5.9,1.5,7.6,9.5,2.6,2016
North Carolina,18500.0,24000.0,2600.0,11.0,1100.0,230.0,1.0,2016-Q1,10.833333333333334,Q1,Winter,South,2016,9.5,2.5,1.9,2.7,4.0,2.4,2016
North Dakota,89000.0,137000.0,8500.0,6.0,4600.0,0.0,0.0,2016-Q1,6.204379562043796,Q1,Winter,Midwest,2016,2.7,0.0,0.0,0.0,0.1,11.7,2016
Ohio,16500.0,16500.0,2900.0,18.0,760.0,50.0,,2016-Q1,17.575757575757574,Q1,Winter,Midwest,2016,41.6,4.3,0.2,1.3,10.2,5.3,2016
Oklahoma,13500.0,13500.0,3300.0,24.0,4800.0,570.0,4.0,2016-Q1,24.444444444444443,Q1,Winter,South,2016,4.9,1.2,,0.3,0.9,21.0,2016
Oregon,68000.0,92000.0,2900.0,3.0,3800.0,1300.0,1.0,2016-Q1,3.152173913043478,Q1,Winter,West,2016,20.4,15.0,5.3,,2.4,0.3,2016
Pennsylvania,12500.0,12500.0,2900.0,23.0,480.0,170.0,1.0,2016-Q1,23.200000000000003,Q1,Winter,Northeast,2016,44.8,4.3,0.3,3.8,5.5,4.6,2016
South Carolina,16500.0,16500.0,3500.0,21.0,3200.0,380.0,2.0,2016-Q1,21.21212121212121,Q1,Winter,South,2016,10.7,2.3,0.6,2.0,5.1,4.8,2016
South Dakota,47000.0,79000.0,10500.0,13.0,1600.0,0.0,0.0,2016-Q1,13.291139240506327,Q1,Winter,Midwest,2016,0.2,,,0.0,0.5,0.3,2016
Tennessee,9000.0,9000.0,1700.0,19.0,180.0,70.0,1.0,2016-Q1,18.88888888888889,Q1,Winter,South,2016,19.7,7.1,0.2,3.7,10.1,10.9,2016
Texas,240000.0,320000.0,30000.0,9.0,126000.0,49000.0,15.0,2016-Q1,9.375,Q1,Winter,South,2016,19.4,9.8,2.3,9.4,3.7,2.5,2016
Utah,12000.0,14500.0,1900.0,13.0,1400.0,50.0,,2016-Q1,13.10344827586207,Q1,Winter,West,2016,26.2,7.0,0.1,0.4,1.6,0.5,2016
Vermont,5500.0,5500.0,410.0,7.0,0.0,0.0,0.0,2016-Q1,7.454545454545454,Q1,Winter,Northeast,2016,1.3,0.0,0.3,0.0,0.5,1.7,2016
Virginia,6500.0,6500.0,1100.0,17.0,560.0,70.0,1.0,2016-Q1,16.923076923076923,Q1,Winter,South,2016,32.7,7.3,0.0,0.4,5.0,3.8,2016
Washington,77000.0,146000.0,13500.0,9.0,5500.0,1200.0,1.0,2016-Q1,9.246575342465754,Q1,Winter,West,2016,23.3,10.5,1.3,1.7,1.9,5.1,2016
West Virginia,6500.0,8000.0,1700.0,21.0,0.0,0.0,0.0,2016-Q1,21.25,Q1,Winter,South,2016,21.9,2.9,1.1,0.6,6.9,6.5,2016
Wisconsin,20000.0,21000.0,3100.0,15.0,530.0,0.0,0.0,2016-Q1,14.761904761904763,Q1,Winter,Midwest,2016,24.2,1.6,1.1,13.4,10.8,10.4,2016
Wyoming,2700.0,6500.0,340.0,5.0,440.0,0.0,0.0,2016-Q1,5.230769230769231,Q1,Winter,West,2016,,0.4,0.2,2.5,0.8,1.3,2016
Other,7340.0,7940.0,900.0,11.0,60.0,0.0,0.0,2016-Q1,11.335012594458437,Q1,Winter,Other,2016,5.5,2.3,0.5,2.1,8.6,0.1,2016
Alabama,8000.0,8000.0,930.0,12.0,1200.0,690.0,9.0,2016-Q2,11.625,Q2,Spring,South,2016,9.6,8.2,0.3,1.7,4.8,5.4,2016
Arizona,22000.0,23000.0,3700.0,16.0,14000.0,1600.0,7.0,2016-Q2,16.08695652173913,Q2,Spring,West,2016,26.8,47.5,17.2,12.0,17.4,3.5,2016
Arkansas,24000.0,24000.0,3400.0,14.0,12000.0,1600.0,7.0,2016-Q2,14.166666666666666,Q2,Spring,South,2016,84.9,8.5,5.5,0.1,3.4,1.6,2016
California,1110000.0,1150000.0,108000.0,9.0,240000.0,185000.0,16.0,2016-Q2,9.391304347826086,Q2,Spring,West,2016,49.7,14.1,11.2,14.2,15.3,2.6,2016
Colorado,9500.0,29000.0,1800.0,6.0,9000.0,680.0,2.0,2016-Q2,6.206896551724138,Q2,Spring,West,2016,38.7,0.8,3.3,1.4,2.6,0.3,2016
Connecticut,2500.0,2500.0,100.0,4.0,390.0,60.0,2.0,2016-Q2,4.0,Q2,Spring,Northeast,2016,9.3,0.6,0.5,0.3,4.4,1.2,2016
Florida,240000.0,240000.0,29000.0,12.0,43000.0,21000.0,9.0,2016-Q2,12.083333333333334,Q2,Spring,South,2016,48.2,23.3,10.0,11.6,10.1,2.0,2016
Georgia,108000.0,111000.0,11000.0,10.0,17500.0,3600.0,3.0,2016-Q2,9.90990990990991,Q2,Spring,South,2016,59.3,28.4,2.0,28.4,11.7,2.7,2016
Hawaii,13500.0,13500.0,830.0,6.0,870.0,0.0,0.0,2016-Q2,6.148148148148149,Q2,Spring,West,2016,35.6,38.1,,0.6,3.2,0.0,2016
Idaho,60000.0,80000.0,6000.0,8.0,19000.0,5500.0,7.0,2016-Q2,7.5,Q2,Spring,West,2016,21.2,4.8,2.7,3.1,5.4,2.7,2016
Illinois,9000.0,9000.0,740.0,8.0,2200.0,380.0,4.0,2016-Q2,8.222222222222223,Q2,Spring,Midwest,2016,11.4,4.4,2.0,3.1,4.7,2.1,2016
Indiana,4300.0,7000.0,220.0,3.0,2700.0,900.0,13.0,2016-Q2,3.1428571428571432,Q2,Spring,Midwest,2016,12.5,2.9,,2.1,2.8,4.3,2016
Iowa,10500.0,26000.0,2400.0,9.0,26000.0,760.0,3.0,2016-Q2,9.230769230769232,Q2,Spring,Midwest,2016,23.5,17.8,18.7,0.6,6.0,5.7,2016
Kansas,4700.0,6000.0,960.0,16.0,3000.0,900.0,15.0,2016-Q2,16.0,Q2,Spring,Midwest,2016,47.3,11.6,2.8,8.3,3.7,1.8,2016
Kentucky,5500.0,6000.0,450.0,8.0,2100.0,270.0,5.0,2016-Q2,7.5,Q2,Spring,South,2016,38.9,36.1,1.7,28.4,16.0,3.8,2016
Louisiana,52000.0,53000.0,4300.0,8.0,10000.0,9500.0,18.0,2016-Q2,8.11320754716981,Q2,Spring,South,2016,20.7,1.1,0.0,0.3,1.2,0.6,2016
Maine,3600.0,25000.0,4200.0,17.0,510.0,560.0,2.0,2016-Q2,16.8,Q2,Spring,Northeast,2016,82.7,0.0,4.3,31.1,2.4,27.9,2016
Maryland,8000.0,9000.0,320.0,4.0,2800.0,400.0,4.0,2016-Q2,3.5555555555555554,Q2,Spring,South,2016,4.2,2.3,2.4,2.9,3.3,0.6,2016
Massachusetts,4200.0,8500.0,300.0,4.0,1100.0,440.0,5.0,2016-Q2,3.5294117647058822,Q2,Spring,Northeast,2016,40.5,10.6,0.3,10.6,2.3,11.9,2016
Michigan,40000.0,103000.0,7500.0,7.0,13500.0,3200.0,3.0,2016-Q2,7.281553398058252,Q2,Spring,Midwest,2016,54.1,9.3,1.1,16.5,11.8,1.1,2016
Minnesota,27000.0,126000.0,13000.0,10.0,24000.0,4200.0,3.0,2016-Q2,10.317460317460316,Q2,Spring,Midwest,2016,20.8,6.0,6.5,18.2,8.6,7.6,2016
Mississippi,85000.0,90000.0,3700.0,4.0,9000.0,61000.0,68.0,2016-Q2,4.111111111111112,Q2,Spring,South,2016,12.3,2.3,1.2,2.7,1.2,0.1,2016
Missouri,12000.0,12500.0,770.0,6.0,1800.0,730.0,6.0,2016-Q2,6.16,Q2,Spring,Midwest,2016,17.2,1.6,0.7,0.1,1.6,1.2,2016
Montana,62000.0,157000.0,7000.0,4.0,25000.0,13500.0,9.0,2016-Q2,4.45859872611465,Q2,Spring,West,2016,30.3,7.1,4.5,3.9,6.9,0.2,2016
Nebraska,19500.0,43000.0,6000.0,14.0,8000.0,28000.0,65.0,2016-Q2,13.953488372093023,Q2,Spring,Midwest,2016,6.1,0.1,1.0,3.8,1.1,3.5,2016
New Jersey,4200.0,18000.0,1500.0,8.0,1900.0,110.0,1.0,2016-Q2,8.333333333333332,Q2,Spring,Northeast,2016,11.9,0.9,0.2,,0.2,0.3,2016
New Mexico,6500.0,6500.0,1400.0,22.0,2700.0,100.0,2.0,2016-Q2,21.53846153846154,Q2,Spring,West,2016,59.1,0.3,12.1,2.5,8.2,0.0,2016
New York,31000.0,46000.0,4000.0,9.0,13500.0,1500.0,3.0,2016-Q2,8.695652173913043,Q2,Spring,Northeast,2016,20.4,3.1,0.9,11.7,4.1,3.8,2016
North Carolina,23000.0,24000.0,1600.0,7.0,10000.0,550.0,2.0,2016-Q2,6.666666666666667,Q2,Spring,South,2016,51.8,23.5,4.7,33.8,8.3,41.7,2016
North Dakota,110000.0,530000.0,27000.0,5.0,23000.0,95000.0,18.0,2016-Q2,5.09433962264151,Q2,Spring,Midwest,2016,16.2,3.7,2.1,1.1,3.6,0.2,2016
Ohio,14000.0,16500.0,1700.0,10.0,6000.0,1100.0,7.0,2016-Q2,10.303030303030303,Q2,Spring,Midwest,2016,10.6,2.2,0.6,18.3,2.9,1.4,2016
Oklahoma,12000.0,13000.0,310.0,2.0,4000.0,10000.0,77.0,2016-Q2,2.3846153846153846,Q2,Spring,South,2016,51.8,2.8,0.2,1.2,0.6,0.4,2016
Oregon,77000.0,132000.0,4300.0,3.0,19000.0,16000.0,12.0,2016-Q2,3.257575757575758,Q2,Spring,West,2016,52.7,14.5,9.9,2.6,16.7,6.0,2016
Pennsylvania,11000.0,14000.0,1300.0,9.0,6500.0,1100.0,8.0,2016-Q2,9.285714285714286,Q2,Spring,Northeast,2016,18.7,3.9,2.4,3.6,4.6,0.9,2016
South Carolina,12500.0,13500.0,1300.0,10.0,2200.0,410.0,3.0,2016-Q2,9.62962962962963,Q2,Spring,South,2016,51.3,36.6,1.0,35.8,14.3,1.3,2016
South Dakota,51000.0,182000.0,11000.0,6.0,15000.0,13000.0,7.0,2016-Q2,6.043956043956044,Q2,Spring,Midwest,2016,32.4,6.6,1.7,5.1,15.4,0.1,2016
Tennessee,8000.0,8000.0,580.0,7.0,3900.0,200.0,3.0,2016-Q2,7.249999999999999,Q2,Spring,South,2016,40.9,22.7,0.1,0.4,9.1,2.6,2016
Texas,340000.0,350000.0,36000.0,10.0,74000.0,54000.0,15.0,2016-Q2,10.285714285714285,Q2,Spring,South,2016,26.1,9.0,7.5,2.4,7.4,3.7,2016
Utah,14500.0,25000.0,4800.0,19.0,12000.0,7000.0,28.0,2016-Q2,19.2,Q2,Spring,West,2016,23.0,0.1,1.8,7.3,3.4,0.8,2016
Virginia,6000.0,6500.0,230.0,4.0,2200.0,480.0,7.0,2016-Q2,3.5384615384615383,Q2,Spring,South,2016,23.1,4.2,6.8,6.0,7.3,2.9,2016
Washington,91000.0,143000.0,6000.0,4.0,21000.0,11500.0,8.0,2016-Q2,4.195804195804196,Q2,Spring,West,2016,40.9,11.4,3.3,3.1,11.1,0.6,2016
West Virginia,7000.0,7000.0,990.0,14.0,2600.0,160.0,2.0,2016-Q2,14.142857142857142,Q2,Spring,South,2016,20.1,0.8,4.2,0.0,14.7,0.7,2016
Wisconsin,18500.0,78000.0,5500.0,7.0,17500.0,3600.0,5.0,2016-Q2,7.051282051282051,Q2,Spring,Midwest,2016,23.4,3.7,12.8,12.6,14.9,10.5,2016
Wyoming,6500.0,27000.0,2600.0,10.0,7500.0,580.0,2.0,2016-Q2,9.62962962962963,Q2,Spring,West,2016,7.1,2.6,1.2,0.6,2.5,0.8,2016
Other,7970.0,15530.0,1070.0,7.0,3270.0,270.0,2.0,2016-Q2,6.889890534449453,Q2,Spring,Other,2016,7.6,0.2,0.0,0.8,0.6,5.4,2016
Alabama,8000.0,8000.0,1200.0,15.0,440.0,50.0,1.0,2016-Q3,15.0,Q3,Summer,South,2016,11.7,42.0,,3.8,3.2,13.8,2016
Arizona,30000.0,32000.0,6000.0,19.0,3200.0,2600.0,8.0,2016-Q3,18.75,Q3,Summer,West,2016,41.7,1.0,0.9,13.5,13.4,8.9,2016
Arkansas,32000.0,32000.0,1500.0,5.0,270.0,60.0,,2016-Q3,4.6875,Q3,Summer,South,2016,80.7,9.0,0.4,7.9,2.7,0.3,2016
California,740000.0,820000.0,82000.0,10.0,33000.0,78000.0,10.0,2016-Q3,10.0,Q3,Summer,West,2016,42.2,17.8,8.5,18.8,10.4,6.9,2016
Colorado,33000.0,37000.0,6500.0,18.0,1100.0,740.0,2.0,2016-Q3,17.56756756756757,Q3,Summer,West,2016,49.3,22.4,16.8,24.6,10.6,0.1,2016
Connecticut,3100.0,3100.0,270.0,9.0,890.0,180.0,6.0,2016-Q3,8.709677419354838,Q3,Summer,Northeast,2016,18.8,1.6,0.0,0.2,5.0,0.8,2016
Florida,200000.0,220000.0,25000.0,11.0,62000.0,14500.0,7.0,2016-Q3,11.363636363636363,Q3,Summer,South,2016,45.1,23.4,2.7,9.9,8.5,1.8,2016
Georgia,102000.0,103000.0,13000.0,13.0,12500.0,2300.0,2.0,2016-Q3,12.62135922330097,Q3,Summer,South,2016,30.7,16.4,2.4,12.1,7.6,4.5,2016
Hawaii,13500.0,13500.0,600.0,4.0,430.0,820.0,6.0,2016-Q3,4.444444444444445,Q3,Summer,West,2016,67.8,75.3,0.1,0.8,0.0,0.0,2016
Idaho,79000.0,131000.0,13000.0,10.0,1900.0,2800.0,2.0,2016-Q3,9.923664122137405,Q3,Summer,West,2016,25.3,4.7,4.5,7.6,6.0,3.3,2016
Illinois,11000.0,11000.0,1300.0,12.0,850.0,310.0,3.0,2016-Q3,11.818181818181818,Q3,Summer,Midwest,2016,17.4,7.9,0.7,4.3,2.9,1.6,2016
Indiana,9500.0,9500.0,600.0,6.0,450.0,550.0,6.0,2016-Q3,6.315789473684211,Q3,Summer,Midwest,2016,50.4,12.4,1.2,0.6,2.5,1.2,2016
Iowa,50000.0,50000.0,5500.0,11.0,10500.0,2400.0,5.0,2016-Q3,11.0,Q3,Summer,Midwest,2016,32.6,3.4,0.8,16.7,2.4,5.6,2016
Kansas,8000.0,8000.0,2600.0,33.0,310.0,190.0,2.0,2016-Q3,32.5,Q3,Summer,Midwest,2016,42.8,25.5,14.1,29.1,4.5,2.6,2016
Kentucky,7500.0,7500.0,1000.0,13.0,900.0,230.0,3.0,2016-Q3,13.333333333333334,Q3,Summer,South,2016,42.3,25.7,0.9,11.5,7.4,4.5,2016
Louisiana,51000.0,60000.0,7000.0,12.0,2600.0,2100.0,4.0,2016-Q3,11.666666666666666,Q3,Summer,South,2016,39.5,26.1,,1.6,9.6,0.7,2016
Maine,5500.0,5500.0,420.0,8.0,240.0,140.0,3.0,2016-Q3,7.636363636363637,Q3,Summer,Northeast,2016,9.3,0.1,0.2,0.0,0.6,0.0,2016
Maryland,7000.0,7000.0,200.0,3.0,400.0,20.0,,2016-Q3,2.857142857142857,Q3,Summer,South,2016,10.8,4.8,0.1,0.7,0.6,1.6,2016
Massachusetts,9500.0,9500.0,530.0,6.0,450.0,40.0,,2016-Q3,5.578947368421053,Q3,Summer,Northeast,2016,14.1,8.7,6.8,0.1,3.4,7.9,2016
Michigan,108000.0,108000.0,15000.0,14.0,11000.0,9500.0,9.0,2016-Q3,13.88888888888889,Q3,Summer,Midwest,2016,64.1,25.1,0.3,9.1,6.5,2.7,2016
Minnesota,132000.0,138000.0,26000.0,19.0,1300.0,1900.0,1.0,2016-Q3,18.84057971014493,Q3,Summer,Midwest,2016,47.2,14.6,6.2,22.4,17.8,8.9,2016
Mississippi,19000.0,20000.0,3300.0,17.0,750.0,740.0,4.0,2016-Q3,16.5,Q3,Summer,South,2016,27.5,3.5,1.6,1.8,5.0,4.7,2016
Missouri,13500.0,13500.0,650.0,5.0,480.0,170.0,1.0,2016-Q3,4.814814814814815,Q3,Summer,Midwest,2016,13.3,7.7,1.0,0.1,3.1,0.7,2016
Montana,147000.0,158000.0,11500.0,7.0,4100.0,6500.0,4.0,2016-Q3,7.2784810126582276,Q3,Summer,West,2016,41.9,8.8,7.0,6.9,6.1,1.4,2016
Nebraska,45000.0,47000.0,8500.0,18.0,390.0,27000.0,57.0,2016-Q3,18.085106382978726,Q3,Summer,Midwest,2016,20.4,1.6,0.1,10.2,1.6,0.1,2016
